date,sentiment_score,sentiment_score_final
2020-03-02,0.04173706745570858,0.0640563548651784
2020-03-03,0.08385192654329252,0.14788430681271592
2020-03-04,0.0819948788325077,0.14395480989598636
2020-03-05,0.08228616626904299,0.1511167330223934
2020-03-06,0.05043602978941962,0.09788571570972887
2020-03-07,0.0562428837275651,0.0993380803499851
2020-03-08,0.03022632149194649,0.04889066208533421
2020-03-09,0.0780845762310606,0.13326434343434343
2020-03-10,0.06088143071160563,0.10112508830063309
2020-03-11,0.043234759132328576,0.08085461448123786
2020-03-12,0.051839948968855215,0.09389877549075662
2020-03-13,0.04185077203391441,0.07962517016842156
2020-03-14,0.09138057222959821,0.17540163528634287
2020-03-15,0.08277943967823935,0.15722887284797663
2020-03-16,0.06596898175423817,0.11519956515292336
2020-03-17,0.07076925198515292,0.12140587194004683
2020-03-18,0.07798350521989977,0.1364711341348246
2020-03-19,0.0752070148137325,0.14357702828076205
2020-03-20,0.060468320542715004,0.11807665295165294
2020-03-21,0.06953596257791174,0.12210183905049977
2020-03-22,0.09283949009844913,0.15455665112980455
2020-03-23,0.04825887499730783,0.08738769256269256
2020-03-24,0.0728427852381934,0.13431498936603467
2020-03-25,0.11895588112727287,0.21236908839286137
2020-03-26,0.10957308802308802,0.18262181337181335
2020-03-27,0.07144913375293709,0.12578470253511082
2020-03-28,0.07716543582813425,0.1462081942006754
2020-03-29,0.08535304198862667,0.15338807545782185
2020-03-30,0.10003065910427023,0.15981229561037255
2020-03-31,0.09096753371149922,0.15796757351098667
2020-04-01,0.08440092882666045,0.1429805689255298
2020-04-02,0.09892638954331132,0.17734364954715565
2020-04-03,0.10578631490563309,0.1759005003663434
2020-04-04,0.1151895931129802,0.18364512273440844
2020-04-05,0.08337621035010741,0.14612325525276557
2020-04-06,0.06009221678451471,0.10687286655980147
2020-04-07,0.08625527785661102,0.1799038652437887
2020-04-08,0.11044383030990175,0.1774343503339405
2020-04-09,0.05474030129265731,0.10101833378644973
2020-04-10,0.06584406485687273,0.11714588226069382
2020-04-11,0.0757222113562475,0.12203773869065132
2020-04-12,0.06313586430765002,0.10522644051275003
2020-04-13,0.08475138816867674,0.14685369846468985
2020-04-14,0.07895120788302606,0.15053363636363637
2020-04-15,0.11883219220546211,0.19293541318751994
2020-04-16,0.09890889905941809,0.1642797231504128
2020-04-17,0.11569463972369647,0.22742713425137592
2020-04-18,0.0932802520389291,0.17544100383480704
2020-04-19,0.05752687166487502,0.10647830904430285
2020-04-20,0.0607785853151962,0.1092186608295631
2020-04-21,0.08295313190830868,0.14323883823702135
2020-04-22,0.06504837255332585,0.12031823158556351
2020-04-23,0.09394426278086992,0.18655598282725944
2020-04-24,0.056228838358786275,0.10625922209534415
2020-04-25,0.07364210796762036,0.14444089130328627
2020-04-26,0.06765671323625869,0.12613963484726196
2020-04-27,0.0881074914009513,0.15603393728548356
2020-04-28,0.07955071226351502,0.15225268770964134
2020-04-29,0.09849886010324155,0.18141245753191956
2020-04-30,0.06878250480855666,0.12874673976986248
2020-05-01,0.09591633380937505,0.14846624009855391
2020-05-02,0.06083003076423174,0.09699923824566682
2020-05-03,0.06231597757938589,0.11618914529317756
2020-05-04,0.06490742147119699,0.12220500732163295
2020-05-05,0.09215573189436825,0.18052424193006383
2020-05-06,0.09167205008640193,0.16986291633656828
2020-05-07,0.08988190124927685,0.15685272963109095
2020-05-08,0.08154911379432285,0.1539776030195438
2020-05-09,0.11667743473244625,0.19610243548405124
2020-05-10,0.0672088809095388,0.10821768960010486
2020-05-11,0.08356094163978495,0.13799492647941627
2020-05-12,0.08053493963312282,0.1343809748529433
2020-05-13,0.05968166375101307,0.10191254862746091
2020-05-14,0.07976523475161178,0.13188456427681267
2020-05-15,0.09400676359953704,0.15902465736661772
2020-05-16,0.08235425779698427,0.15248820637248056
2020-05-17,0.0943596569992772,0.17847455123863287
2020-05-18,0.08249832079296365,0.15152752798707608
2020-05-19,0.0770080781610803,0.1392215009119038
2020-05-20,0.0645293948016544,0.11589607723083203
2020-05-21,0.08132062742227972,0.15052967203698586
2020-05-22,0.08497405836587656,0.1399273416204554
2020-05-23,0.06852029626768373,0.11708687988598704
2020-05-24,0.09793485855230041,0.16579523298224086
2020-05-25,0.09429090853590853,0.18240800758434686
2020-05-26,0.09761028128885271,0.16416274580397958
2020-05-27,0.10233953389006581,0.18499838818588818
2020-05-28,0.07103868442119327,0.12110811862167285
2020-05-29,0.07435179980012135,0.12524737704425204
2020-05-30,0.11650434220695452,0.18948694738257546
2020-05-31,0.1122379723451152,0.2269701218534552
2020-06-01,0.061009936848419995,0.10055341443535888
2020-06-02,0.07068493081230748,0.13277304571501
2020-06-03,0.06960377563272784,0.12136042930834598
2020-06-04,0.11234773403814102,0.1846223909671362
2020-06-05,0.09254008239393577,0.17582615654847797
2020-06-06,0.09696556928619829,0.17558630113987259
2020-06-07,0.07801943887997068,0.14542398811640794
2020-06-08,0.08172489101915528,0.15215884314750622
2020-06-09,0.08042159994872669,0.142094606044376
2020-06-10,0.09845546162632757,0.1633465613345889
2020-06-11,0.05370386105779365,0.09854935328131205
2020-06-12,0.10825911788648669,0.1753618769070363
2020-06-13,0.09402833418935114,0.15325059992187062
2020-06-14,0.06385885865214487,0.11889511183261184
2020-06-15,0.10347271886334386,0.18230907609255823
2020-06-16,0.12045563892066483,0.20757087778293135
2020-06-17,0.06223793126065853,0.12992736014998787
2020-06-18,0.053107612427255285,0.10304462112751026
2020-06-19,0.09842763496016921,0.1700643160258545
2020-06-20,0.08345698396479646,0.1657937399569111
2020-06-21,0.048018075625469996,0.09740809626881056
2020-06-22,0.06728390311295364,0.12221822907226387
2020-06-23,0.09986375380908909,0.1823598982600757
2020-06-24,0.10497974337642706,0.16958266237730524
2020-06-25,0.08004079899652816,0.14872096845806523
2020-06-26,0.08198163108078363,0.16016278919755741
2020-06-27,0.07880407766426593,0.13799628079670098
2020-06-28,0.07189126780762811,0.141698730751267
2020-06-29,0.09506771693369633,0.18320997104440814
2020-06-30,0.07988865269785367,0.1491591933282711
2020-07-01,0.09485333500601666,0.16414738812418453
2020-07-02,0.07877599455142559,0.14550979885295173
2020-07-03,0.07431931647293769,0.12546849310431243
2020-07-04,0.1061854274324008,0.16573915921988486
2020-07-05,0.09062035062652272,0.14837837630057019
2020-07-06,0.04671081317891214,0.09748343619946881
2020-07-07,0.06672944173285195,0.12319281550680361
2020-07-08,0.06087153238694335,0.10215222676429574
2020-07-09,0.09961577361852794,0.15946722608068875
2020-07-10,0.10316690409930206,0.16395172867672866
2020-07-11,0.055519988744160774,0.10487108985008145
2020-07-12,0.06622481110023919,0.10567019038945269
2020-07-13,0.07659894415435653,0.13427887198143224
2020-07-14,0.07846250894434285,0.13338626520538285
2020-07-15,0.07298754461912357,0.1405503393003393
2020-07-16,0.06910039996696064,0.13274550519968753
2020-07-17,0.08704923424396213,0.15510590828924162
2020-07-18,0.09070667559953274,0.16878330776115585
2020-07-19,0.06752668270065176,0.1198186869871321
2020-07-20,0.08038534273738356,0.1441054314926266
2020-07-21,0.0805611011030184,0.15205240936662412
2020-07-22,0.08544284754409938,0.1750976664460065
2020-07-23,0.07823859865453943,0.13946880629722244
2020-07-24,0.05570339597002159,0.11376045655849479
2020-07-25,0.0753526422422195,0.13345588445308756
2020-07-26,0.059387743034437245,0.10567524863480746
2020-07-27,0.060055250025315816,0.1158426142620305
2020-07-28,0.08871452725475218,0.16024061485389612
2020-07-29,0.06220233032075138,0.11978151446901447
2020-07-30,0.09015876166261441,0.16250838521903338
2020-07-31,0.06474372923283335,0.1273293341579056
2020-08-01,0.1180405592904378,0.20060071925658216
2020-08-02,0.10305389401080527,0.17453636384488985
2020-08-03,0.09107620634424758,0.17907551382551384
2020-08-04,0.14007033711851422,0.20477287863011215
2020-08-05,0.09354045867100698,0.17735641421284987
2020-08-06,0.08503345805165154,0.15518606094426407
2020-08-07,0.09837644052222085,0.16042299222088297
2020-08-08,0.10707289383193638,0.18918894774815825
2020-08-09,0.10161698364791927,0.1781433540494387
2020-08-10,0.055599066511971273,0.10270763518221294
2020-08-11,0.09309129763881475,0.17424781352906352
2020-08-12,0.0816377989893891,0.1777192085692086
2020-08-13,0.12638166711104856,0.21382014610066938
2020-08-14,0.08658467219698747,0.16965915498058354
2020-08-15,0.06447986663471093,0.12340848647305602
2020-08-16,0.11215286626848062,0.20537993635415513
2020-08-17,0.08835172828448691,0.16968212716888215
2020-08-18,0.07675333174205355,0.13844746548408393
2020-08-19,0.08199370787127637,0.16398741574255274
2020-08-20,0.09571074191831963,0.16641597468680802
2020-08-21,0.05867054572646845,0.11064713657139352
2020-08-22,0.0961781488535022,0.18267393372846394
2020-08-23,0.09692653741338432,0.17792617900766794
2020-08-24,0.09739113110745998,0.17514372137432102
2020-08-25,0.07764738287117996,0.1472225130676333
2020-08-26,0.07755408351065131,0.14953238323949108
2020-08-27,0.08894088213373928,0.17788176426747856
2020-08-28,0.07357162528721763,0.13711075621708738
2020-08-29,0.07171057112881403,0.14596407031184133
2020-08-30,0.08004997392233926,0.15420152871355877
2020-08-31,0.08883153204398939,0.18591170634920637
2020-09-01,0.06419072322796116,0.14357161760147039
2020-09-02,0.07709596556728407,0.1443078329849163
2020-09-03,0.04804067683396305,0.09186156448656449
2020-09-04,0.04970617763462591,0.09674356720833231
2020-09-05,0.05241459945018973,0.09738970736551382
2020-09-06,0.06060158954569166,0.10494421604253923
2020-09-07,0.0467531399704652,0.0935062799409304
2020-09-08,0.07479919249339664,0.16132064649695246
2020-09-09,0.03684274881138993,0.07662223847006457
2020-09-10,0.06211051322414958,0.14098100620719667
2020-09-11,0.07335046582205673,0.13892869685502138
2020-09-12,0.0511378835810654,0.10753996106018164
2020-09-13,0.0935764556029967,0.1676338959268407
2020-09-14,0.08100664484868252,0.14691888382493973
2020-09-15,0.08112381789837146,0.1599624578277747
2020-09-16,0.08547252510322687,0.15615172855397214
2020-09-17,0.08316998749150811,0.16464262829951606
2020-09-18,0.06812993462387926,0.1339425245326606
2020-09-19,0.08397508879074536,0.16090710561839594
2020-09-20,0.09776429819385146,0.17780881734006734
2020-09-21,0.08718072010835168,0.16239545902536098
2020-09-22,0.08725452931571352,0.15940731317293816
2020-09-23,0.06447111939325467,0.10925345382210223
2020-09-24,0.046770867779982364,0.09760876754083275
2020-09-25,0.08149987457783157,0.16013003526207753
2020-09-26,0.06960612448518293,0.1401926169208614
2020-09-27,0.0776480187108331,0.12458778143433107
2020-09-28,0.08232554661793416,0.13832606379408705
2020-09-29,0.0874638529369758,0.1572203000646252
2020-09-30,0.08787072007735273,0.1594690845848253
2020-10-01,0.07891483636828024,0.13810096364449043
2020-10-02,0.09254784233965269,0.1656720634475264
2020-10-03,0.07535556996094539,0.14337131167894157
2020-10-04,0.05347475441225441,0.10333634974259974
2020-10-05,0.10088131397855644,0.17549767047157155
2020-10-06,0.12429838059774499,0.22634581652058502
2020-10-07,0.09378913508518771,0.16005930239088922
2020-10-08,0.09476088635495852,0.15235037529996093
2020-10-09,0.07894438143667597,0.14872102825489922
2020-10-10,0.1068608570673417,0.19816601975146278
2020-10-11,0.1202433941218424,0.20273595520543194
2020-10-12,0.1174990868416474,0.20832660182353435
2020-10-13,0.10656223900056742,0.18908299725100683
2020-10-14,0.14060629662890303,0.18881416975881263
2020-10-15,0.11594909185298971,0.2142370637548618
2020-10-16,0.10055781237094369,0.18607894251819485
2020-10-17,0.08968295101107601,0.22121794582732082
2020-10-18,0.1094395808736718,0.2786655994468495
2020-10-19,0.09011105827393706,0.19678664931881842
2020-10-20,0.10616996114805392,0.19678636110881334
2020-10-21,0.07587138651710476,0.15090902153402155
2020-10-22,0.08455175808234319,0.17277967955957088
2020-10-23,0.14699650238842948,0.23133875785720048
2020-10-24,0.13153229968334135,0.20813902367473797
2020-10-25,0.08760487857296367,0.1583626651126651
2020-10-26,0.06716591895070317,0.13433183790140635
2020-10-27,0.09643168871391869,0.17406223057166453
2020-10-28,0.10264528039010798,0.17718530543530545
2020-10-29,0.07327890725522046,0.12255265523717904
2020-10-30,0.09354317203559628,0.1673633861118801
2020-10-31,0.084187333807486,0.15122539591344708
2020-11-01,0.08970310556301936,0.16258687883297257
2020-11-02,0.08915240581612761,0.1608128839088378
2020-11-03,0.09956566428441428,0.20048596345705189
2020-11-04,0.09857922325375557,0.18460058367263782
2020-11-05,0.059363286504924735,0.13176850716623445
2020-11-06,0.07058175444112945,0.134788382674673
2020-11-07,0.0739628909690598,0.13624743073247858
2020-11-08,0.11413832577179252,0.19023054295298752
2020-11-09,0.09979265159301132,0.17124911816578484
2020-11-10,0.07289695054984754,0.13922122523044655
2020-11-11,0.09075726220375256,0.18471020265411614
2020-11-12,0.1052703072903585,0.20982449004132678
2020-11-13,0.07744743009515737,0.15275837936010347
2020-11-14,0.052221022416281036,0.10302106463075851
2020-11-15,0.10306114718614719,0.18307756580893228
2020-11-16,0.08354120508156966,0.1476065464017918
2020-11-17,0.06928233542670162,0.18562437038852134
2020-11-18,0.07114868233042698,0.14082532295746583
2020-11-19,0.04087402730332152,0.07838854551321936
2020-11-20,0.08662395351762235,0.16298980727657889
2020-11-21,0.09762064093314093,0.17462574278723347
2020-11-22,0.06915786186993084,0.13460254994818754
2020-11-23,0.06445897167803948,0.12676931096681096
2020-11-24,0.08133512460242565,0.1632350764590348
2020-11-25,0.05444934368750158,0.11164074065422987
2020-11-26,0.0932643657747106,0.17010481807966085
2020-11-27,0.10722975704234784,0.19171380804540977
2020-11-28,0.07037316293849395,0.1320071749238416
2020-11-29,0.06349682700842495,0.11921017199646232
2020-11-30,0.07839242041254028,0.14864017376923222
2020-12-01,0.06858262264647157,0.12380499412804606
2020-12-02,0.09149767543094611,0.16729909691767134
2020-12-03,0.07250126676915547,0.1590531666331085
2020-12-04,0.07540333964382408,0.15028665625562176
2020-12-05,0.09907330372174122,0.19022074314574314
2020-12-06,0.07944260259141211,0.14648440868075013
2020-12-07,0.07268979044459814,0.148903934365298
2020-12-08,0.09571575713120772,0.17568879105004576
2020-12-09,0.08238428269962361,0.16028506702103643
2020-12-10,0.0765953168549487,0.15112049001111502
2020-12-11,0.07186648526808101,0.1351089923039923
2020-12-12,0.08897881787666734,0.20183000152512348
2020-12-13,0.08388342291530626,0.16054509418889742
2020-12-14,0.06648057211669312,0.1160313090980793
2020-12-15,0.05554841335486497,0.11921544096928711
2020-12-16,0.08234251476269021,0.14947526565201724
2020-12-17,0.08150974647957407,0.1586431307320569
2020-12-18,0.0855687216954518,0.1545585035624098
2020-12-19,0.061123747674884044,0.10858007350942134
2020-12-20,0.08678138960544783,0.16671161687362346
2020-12-21,0.055891952199350156,0.09443812612993648
2020-12-22,0.06764608274866896,0.12906160524417104
2020-12-23,0.08197383823946325,0.15858990927373282
2020-12-24,0.09267655049322529,0.1645710866334243
2020-12-25,0.09912892734659977,0.18310438809244542
2020-12-26,0.07044219436853365,0.19670650502911285
2020-12-27,0.07253876015289058,0.1455643576222435
2020-12-28,0.09156087238776242,0.15138757877749354
2020-12-29,0.06527867886754085,0.11814239426947579
2020-12-30,0.10036717320036286,0.17325285850062636
2020-12-31,0.07731431036706726,0.13858225443153566
2021-01-01,0.12706820428759863,0.21159855477934877
