Date,Open,High,Low,Close,Adj Close,Volume,daily_return,log_return,SMA_short,SMA_long,EMA_short,EMA_long,volatility,ATR,RSI,MACD,bollinger_h,bollinger_l,momentum,ROC,Day_of_week,Month,Quarter,lagged_return,lagged_close,volume_change,volume_sma,price_to_sma,high_low_range
2014-04-01,13.934667,14.544,13.905333,14.464667,14.464667,110571000,0.04087311007740202,0.040059889866567604,14.6554667,14.16841328,14.590207064852319,14.091566849470459,0.023530922717623217,0.6303334285714286,46.67336680945666,-0.1074579421838493,17.17350217607638,13.544164523923623,0.26733399999999996,1.88298745968698,1,4,2,-0.01845832744737952,13.896667,-0.1203579952267303,114166575.0,0.9869809877838964,0.6386669999999999
2014-04-02,14.666667,15.392667,14.536667,15.352667,15.352667,161734500,0.06139097429619356,0.0595802877917385,14.618466699999999,14.239893279999999,14.728836143970078,14.141021757334363,0.028149480336180973,0.6429524999999999,55.12711179186099,-0.0466355465360877,16.966421810649596,13.602111589350406,1.531334000000001,11.079495733153966,2,4,2,0.04087311007740202,14.464667,0.4627207857394795,117801525.0,1.050224166122703,0.8559999999999999
2014-04-03,15.353333,15.715333,14.8,15.026667,15.026667,163855500,-0.021234095678620557,-0.021462782183217472,14.555066700000001,14.302346619999998,14.78298720870279,14.17575294332125,0.02836804900602095,0.6672857857142855,51.87579659516791,-0.024456911238997847,16.712643951495544,13.672289448504458,0.8686670000000003,6.135520553750529,3,4,2,0.06139097429619356,15.352667,0.01311408512098522,120473475.0,1.0324011088180034,0.9153329999999986
2014-04-04,15.067333,15.218,14.083333,14.148667,14.148667,170184000,-0.05842945744388961,-0.06020600798156635,14.444000100000002,14.343319959999999,14.667656261665918,14.174690749465515,0.030438808311409233,0.7129524999999999,44.298050529614656,-0.07684166237388013,16.55537632067295,13.603023779327055,0.2519999999999989,1.8133844611805117,4,4,2,-0.021234095678620557,15.026667,0.03862244477603749,123123450.0,0.9795532333179642,1.1346670000000003
2014-04-07,13.720667,14.413333,13.567333,13.834667,13.834667,147832500,-0.022192903402136754,-0.022442871144698832,14.3596668,14.387213299999999,14.51620366863575,14.161356484780594,0.03017942180732545,0.7425239285714282,41.93860958076986,-0.1420565908997986,16.49235866351642,13.457241436483578,-0.6300000000000008,-4.3554407439867155,0,4,2,-0.05842945744388961,14.148667,-0.13133725849668598,124719000.0,0.9634392770172077,0.8460000000000001
2014-04-08,14.003333,14.432667,13.761333,14.364,14.364,103339500,0.038261347381906674,0.037547532803849835,14.3264668,14.4483333,14.488530274338341,14.169303289299004,0.03163152308998074,0.7521906428571425,47.05789892022812,-0.14930603529019137,16.42043409353704,13.402832706462961,-0.9886669999999995,-6.4397084884339595,1,4,2,-0.022192903402136754,13.834667,-0.30096900208005684,123278400.0,1.0026198504155959,0.6713339999999999
2014-04-09,14.450667,14.563333,14.059333,14.462,14.462,77368500,0.006822612085769952,0.006799443388923675,14.3529335,14.4997333,14.483706588095007,14.180781591679436,0.030730520689999322,0.7601429999999997,47.97251093107154,-0.1454666423163946,16.246798475191795,13.412735024808205,-0.564667,-3.7577661100761772,2,4,2,0.038261347381906674,14.364,-0.25131726009899413,119831025.0,1.0075988995559688,0.5039999999999996
2014-04-10,14.454667,14.5,13.586,13.612667,13.612667,108172500,-0.058728599087263134,-0.060523763433029676,14.332066899999997,14.53834664,14.325335753895914,14.158502588084165,0.03295730296209908,0.7840001428571426,41.31145837470401,-0.20855389121365953,16.147733283244754,13.287800216755244,-0.5359999999999996,-3.7883427463520025,3,4,2,0.006822612085769952,14.462,0.39814653250353826,120562425.0,0.9498048742711355,0.9139999999999997
2014-04-11,13.374,13.8,13.24,13.585333,13.585333,136008000,-0.002007982711984324,-0.0020100014120660544,14.274800200000001,14.566266639999998,14.190789798642111,14.136025349335766,0.03257430750926416,0.7305239285714283,41.11360392020214,-0.25778503047831514,16.102221348028127,13.152045451971873,-0.24933399999999928,-1.8022407044564148,4,4,2,-0.058728599087263134,13.612667,0.2573251057338972,121145550.0,0.9517003957785692,0.5600000000000005
2014-04-14,13.84,13.896,12.960667,13.206,13.206,115545000,-0.027922245262593126,-0.028319483135284693,14.2057335,14.58850664,14.011737107979908,14.099553767008874,0.03261946505742332,0.7537619999999998,38.36735862291228,-0.3236788970762259,16.035172927818497,12.979827172181501,-1.1580000000000013,-8.06182121971597,0,4,2,-0.002007982711984324,13.585333,-0.15045438503617437,122488350.0,0.9296246476818674,0.935333
2014-04-15,13.272667,13.286,12.288,12.927333,12.927333,204889500,-0.021101544752385126,-0.02132736476522129,14.0520001,14.610906639999998,13.814572724710834,14.053584325165389,0.03174626727895873,0.7714762857142855,36.44160436296162,-0.3938463435893915,15.867499903984882,12.83996689601512,-1.534666999999999,-10.611720370626465,1,4,2,-0.027922245262593126,13.206,0.7732441905751006,128051100.0,0.9199639131798754,0.9979999999999993
2014-04-16,13.133333,13.332667,12.721333,13.274,13.274,108033000,0.02681659086216759,0.026463327716574867,13.844133399999999,14.63807998,13.71628677476341,14.023012390845178,0.032736443136932414,0.7646667857142856,40.44621224547805,-0.41667821372261926,15.676948115952095,12.785651984047908,-0.33866700000000094,-2.487881324063834,2,4,2,-0.021101544752385126,12.927333,-0.47272554230451047,129649275.0,0.9588176895203856,0.6113340000000012
2014-04-17,13.307333,13.486,12.938667,13.208,13.208,88902000,-0.00497212596052421,-0.004984528105906214,13.6622667,14.669679980000002,13.623870997533697,13.991051120615955,0.032730672784574116,0.7730477142857142,39.930382175537666,-0.43508291865637005,15.461646078770302,12.755687321229699,-0.37733300000000014,-2.777502767138651,3,4,2,0.02681659086216759,13.274,-0.17708477965066227,131230950.0,0.966750268460211,0.5473330000000001
2014-04-21,13.138667,13.746667,12.933333,13.625333,13.625333,78873000,0.03159698667474253,0.031108073999792415,13.6099333,14.704346639999999,13.624136816163933,13.976709233532976,0.033595824855044705,0.7818096428571428,44.73035673392423,-0.4112528280072425,15.286240040342621,12.767693359657377,0.41933299999999996,3.1753218234136016,0,4,2,-0.00497212596052421,13.208,-0.1128096105824391,129011925.0,1.0011315044431555,0.8133340000000011
2014-04-22,13.757333,14.622,13.667333,14.576,14.576,147070500,0.06977201951688095,0.0674455598999833,13.6840666,14.747159980000001,13.797202849588672,14.000210832217958,0.036550221392267275,0.8043810714285715,53.78894159218683,-0.3120592033903211,15.271340167928654,12.772393232071343,1.6486669999999997,12.753342085331898,1,4,2,0.03159698667474253,13.625333,0.8646494998288388,127868850.0,1.0651804340092879,0.9546670000000006
2014-04-23,14.422,14.449333,13.8,13.866,13.866,109434000,-0.0487102085620198,-0.04993653999730387,13.6342666,14.76239998,13.80971142239073,13.994947662327057,0.03815287303151494,0.7896191428571429,47.52420048599345,-0.287425347027888,15.192085599521528,12.768647800478474,0.5920000000000005,4.459846316106675,2,4,2,0.06977201951688095,14.576,-0.2559078809142554,127441500.0,1.0169963964178315,0.6493329999999986
2014-04-24,14.054,14.186667,13.546667,13.857333,13.857333,82428000,-0.0006250540891388212,-0.0006252495168855138,13.573799900000001,14.77738664,13.81836989104696,13.989551008902467,0.037415316457075944,0.7699525000000002,47.45154713706911,-0.2655411991994505,15.17196889868146,12.75476450131854,0.6493330000000004,4.916209872804367,3,4,2,-0.0487102085620198,13.866,-0.24677888042107576,126382425.0,1.0208882628364073,0.6400000000000006
2014-04-25,13.466667,13.78,13.176667,13.323333,13.323333,104950500,-0.03853555370286621,-0.039297691967055015,13.544866500000001,14.78342664,13.728363183583875,13.96342481247492,0.037948246553827385,0.7320000714285715,43.081475728351,-0.28796767939997103,15.177875086165617,12.699058313834385,-0.3019999999999996,-2.216459590382114,4,4,2,-0.0006250540891388212,13.857333,0.27323846265831997,124508175.0,0.9836444678136915,0.6033329999999992
2014-04-28,13.333333,13.586,12.7,13.234,13.234,105630000,-0.0067050039205655,-0.0067275834464903175,13.5097332,14.7819333,13.638478968386806,13.93481991786806,0.03748204165934767,0.7348572142857144,42.37834274489162,-0.30938287979183343,15.16396284295934,12.620570557040665,-1.3420000000000005,-9.206915477497258,0,4,2,-0.03853555370286621,13.323333,0.006474480826675455,122526075.0,0.9795900336507016,0.886000000000001
2014-04-29,13.214,13.81,13.035333,13.794667,13.794667,86686500,0.04236564908568852,0.04149279260716446,13.5685999,14.793519980000001,13.666876792316478,13.929323725010489,0.038587780768258154,0.7422381428571431,48.10320684281927,-0.2779098672237268,15.159569273000248,12.614764126999752,-0.0713329999999992,-0.5144454060291292,1,4,2,-0.0067050039205655,13.234,-0.17933825617722243,120575400.0,1.01666104842549,0.7746670000000009
2014-04-30,13.573333,13.877333,13.418667,13.859333,13.859333,66609000,0.0046877536079703575,0.004676800308599426,13.6617999,14.79910664,13.701868830077117,13.926578990696353,0.037417687667435126,0.7390000000000002,48.735835709600345,-0.2449259187190993,15.101406986293453,12.61239301370655,0.0019999999999988916,0.014432791649010568,2,4,2,0.04236564908568852,13.794667,-0.2316104583758717,118377300.0,1.0144587903091744,0.4586660000000009
2014-05-01,13.805333,14.268,13.712667,13.848667,13.848667,81598500,-0.0007695897053631162,-0.0007698859915426987,13.719266600000001,14.817893320000001,13.728559406426733,13.923523618512183,0.03437950684371843,0.7133809285714289,48.63053584756817,-0.21714346426425912,14.820317952730072,12.74308204726993,0.5253340000000009,3.9429623203143027,3,5,2,0.0046877536079703575,13.859333,0.22503715714092687,114370500.0,1.009432020221839,0.555333000000001
2014-05-02,13.906667,14.090667,13.768,14.060667,14.060667,61302000,0.015308332563704452,0.015192342288018374,13.8045333,14.81914666,13.788942605258235,13.928901790335235,0.03441887519080349,0.6964285714285717,50.90128157542021,-0.17599033368836636,14.613724737203947,12.853075262796052,0.8266670000000005,6.246539217167912,4,5,2,-0.0007695897053631162,13.848667,-0.24873619000349267,109242825.0,1.0185543179500318,0.32266699999999915
2014-05-05,13.965333,14.512667,13.901333,14.440667,14.440667,77205000,0.027025744937988927,0.026666998731529248,13.8860667,14.82849334,13.907437949756737,13.948971014243657,0.03238776026614589,0.6732857857142861,54.76143617360263,-0.11142887430624704,14.66433781354542,12.83166218645458,0.645999999999999,4.682969150324534,0,5,2,0.015308332563704452,14.060667,0.2594205735538808,104593875.0,1.03993933717746,0.6113340000000012
2014-05-06,14.44,14.577333,13.79,13.818667,13.818667,84550500,-0.043072802662093124,-0.0440279642600318,13.810333400000001,14.81466668,13.891297777073692,13.943861052900768,0.03350943486702737,0.6582381428571432,48.09591375206177,-0.10919492323129631,14.663261657167903,12.8311383428321,-0.04066599999999987,-0.29341960395929956,1,5,2,0.027025744937988927,14.440667,0.0951428016320186,101429775.0,1.0006034322096813,0.7873330000000003
2014-05-07,13.976,14.013333,13.15,13.423333,13.423333,152689500,-0.028608692864514396,-0.029025897910733477,13.7660667,14.75246668,13.8062132721512,13.923448188081132,0.03287078178587734,0.6762380714285717,44.39702162419169,-0.1377369054576878,14.580626719748826,12.819706580251173,-0.4253340000000012,-3.0712992087975066,2,5,2,-0.043072802662093124,13.818667,0.8058970674330725,103897275.0,0.9751030045495857,0.863332999999999
2014-05-08,12.133333,12.96,11.866667,11.906,11.906,300849000,-0.11303697822291969,-0.11995198663167295,13.570933399999998,14.653253340000001,13.460719949941891,13.844332572862264,0.04094554331156657,0.7152380714285718,33.68818076632452,-0.27957001511702195,14.684844675572686,12.459888624427316,-2.154667,-15.324073886395285,3,5,2,-0.028608692864514396,13.423333,0.970331948169324,115071300.0,0.8773162205629866,1.0933330000000012
2014-05-09,11.990667,12.226667,11.814667,12.150667,12.150667,127428000,0.020549890811355498,0.020341590667908836,13.453666800000002,14.55954668,13.222528504497909,13.77791431510296,0.039681765752641464,0.6865713571428574,36.35404844415798,-0.36798924331032445,14.772119380170343,12.226413919829659,-2.289999999999999,-15.85799326305356,4,5,2,-0.11303697822291969,11.906,-0.5764386785397326,116034075.0,0.9031490953826802,0.4120000000000008
2014-05-12,12.258,12.479333,11.992,12.311333,12.311333,105034500,0.013222813200295835,0.013136154881139919,13.361400100000001,14.479360000000002,13.056856594589197,13.720401322353824,0.03988575647143109,0.6531903571428573,38.1134981190286,-0.4202532968143622,14.808402802183537,12.062730497816467,-1.5073340000000002,-10.907955159495486,0,5,2,0.020549890811355498,12.150667,-0.17573453244184956,114485400.0,0.9214103991991078,0.48733299999999957
2014-05-13,12.250667,12.756,12.2,12.677333,12.677333,106458000,0.02972870606294231,0.02929537537583344,13.2496667,14.39882666,12.987852304663889,13.679496682261517,0.040158511306040215,0.6465237142857146,42.043985151129355,-0.4272151245247695,14.818504683636412,11.999761916363585,-0.7459999999999987,-5.557487101005377,1,5,2,0.013222813200295835,12.311333,0.013552689830484299,114031050.0,0.9568039171883471,0.5560000000000009
2014-05-14,12.596667,12.898667,12.473333,12.708,12.708,81100500,0.002419041923092058,0.002416120751188974,13.1345334,14.31320002,12.936970067452272,13.641398773153222,0.03989016502802112,0.6311904285714289,42.37423454649261,-0.42535462914660016,14.825660223513413,11.970673076486591,0.8019999999999996,6.736099445657651,2,5,2,0.02972870606294231,12.677333,-0.2381925266302204,107841600.0,0.9675258049136333,0.42533399999999943
2014-05-15,12.665333,12.844,12.353333,12.572667,12.572667,90606000,-0.010649433427762145,-0.010706544472666031,13.0069334,14.22777336,12.870733146097313,13.599487723225646,0.0394378903636539,0.6231428571428576,41.25696517328854,-0.4298454247432293,14.834842397870217,11.891357602129782,0.4219999999999988,3.4730603677970873,3,5,2,0.002419041923092058,12.708,0.11720642906024015,106970250.0,0.9666126990394215,0.4906670000000002
2014-05-16,12.596667,12.802667,12.514667,12.770667,12.770667,67315500,0.015748448598853493,0.0156257285390771,12.8779334,14.14593336,12.852539301352346,13.566984949765816,0.039626047440682516,0.5804285714285717,43.600013220661154,-0.4126704591879591,14.834383461026244,11.848083238973755,0.45933400000000013,3.7309851012883755,4,5,2,-0.010649433427762145,12.572667,-0.2570525130786041,105890925.0,0.9916705268874896,0.28800000000000026
2014-05-19,12.714667,13.126,12.666667,13.072667,13.072667,68575500,0.023647942585927506,0.023372661434029773,12.741133399999999,14.0791067,12.892562519288283,13.547599932127941,0.039321487483145345,0.5579047142857145,47.067940957001994,-0.37042032424650273,14.805151561556528,11.822048538443472,0.3953339999999983,3.118431928860743,0,5,2,0.015748448598853493,12.770667,0.018717828731867003,105376050.0,1.0260207306204014,0.4593329999999991
2014-05-20,13.129333,13.288667,12.871333,13.02,13.02,83191500,-0.004028787698791669,-0.0040369251272874196,12.6612667,14.021053360000002,12.915732970326776,13.526909738711158,0.03558499510621857,0.5549524285714288,46.530604811136875,-0.33729840856021553,14.613850855575237,11.857749244424763,0.3119999999999994,2.455146364494798,1,5,2,0.023647942585927506,13.072667,0.21313734497014236,102182100.0,1.0283331287856055,0.4173340000000003
2014-05-21,13.078667,13.324667,12.986,13.296667,13.296667,79281000,0.021249385560675904,0.021026765537721672,12.6486001,13.97444004,12.984993702994634,13.517880611702878,0.03448381820694093,0.5394762857142857,49.774372129404405,-0.28543403121557276,14.555329388058619,11.859337411941384,0.7240000000000002,5.758523629075674,2,5,2,-0.004028787698791669,13.02,-0.047006004219181,100674450.0,1.0512362549907797,0.33866699999999916
2014-05-22,13.356667,13.792,13.304,13.658667,13.658667,93217500,0.027224867705568645,0.02686086287544411,12.8238668,13.92562672,13.107479756995609,13.52340164653806,0.035078355886867,0.5512857857142858,53.72970118340434,-0.2126692451909591,14.528917658924524,11.865882541075475,0.8879999999999999,6.953434773610501,3,5,2,0.021249385560675904,13.296667,0.17578612782381664,101213925.0,1.0650973854469543,0.48799999999999955
2014-05-23,13.635333,13.850667,13.5,13.82,13.82,60102000,0.011811767575855114,0.011742553145935081,12.990800099999998,13.884973379999998,13.237028892087316,13.53503295451696,0.03396463719740771,0.5326667142857142,55.4148819291145,-0.14036634736323172,14.580477366485901,11.8639895335141,0.7473330000000011,5.716760015381728,4,5,2,0.027224867705568645,13.658667,-0.35524981897175956,98971500.0,1.0638297790449414,0.3506669999999996
2014-05-27,13.901333,14.258,13.846667,14.104,14.104,80116500,0.020549927641099863,0.020341626756045273,13.170066799999997,13.85909338,13.394660002616893,13.557345387673159,0.03412622679174975,0.5058095714285713,58.29439108874645,-0.059463890690645727,14.677375152441153,11.854091747558845,1.0839999999999996,8.32565284178186,1,5,2,0.011811767575855114,13.82,0.33300888489567737,97695825.0,1.0709133229301466,0.41133299999999906
2014-05-28,14.001333,14.184667,13.684,14.016,14.016,82426500,-0.00623936471922848,-0.00625891090153337,13.3039335,13.827440039999999,13.507630911232003,13.575331843058526,0.032943094633275063,0.4799048571428571,57.06456397962316,-0.0024210669079582914,14.708186928306285,11.845413271693713,0.7193330000000007,5.409874519682267,2,5,2,0.020549927641099863,14.104,0.028833011926382213,97482825.0,1.0535230050571134,0.500667
2014-05-29,14.038,14.166,13.848,14.016,14.016,55387500,0.0,0.0,13.434733500000002,13.787706720000001,13.600061654644364,13.59261294725231,0.03293468579982977,0.4245239285714284,57.06456397962316,0.042298194652929055,14.730329541602714,11.838937358397288,0.35733300000000057,2.6161630560288307,3,5,2,-0.00623936471922848,14.016,-0.32803770632017615,96921750.0,1.043265949413883,0.3179999999999996
2014-05-30,14.02,14.32,13.801333,13.851333,13.851333,83716500,-0.011748501712328774,-0.011818060704623264,13.562600100000001,13.75028004,13.645747353799933,13.602758831673787,0.033058821596516734,0.43214299999999983,54.566317933262596,0.06371679337267899,14.730671319841564,11.838862180158435,0.031333000000000055,0.2267221418234433,4,5,2,0.0,14.016,0.5114691943127962,97027650.0,1.021288904625301,0.5186670000000007
2014-06-02,13.822,13.956667,13.444667,13.646667,13.646667,70021500,-0.014775906405542272,-0.014886157498389565,13.650200099999998,13.71000004,13.645914562199945,13.604480720627757,0.03303662860526235,0.4339049285714283,51.545771202597535,0.06344499700356465,14.676410965723887,11.851722534276115,-0.45733299999999844,-3.2425765740215384,0,6,2,-0.011748501712328774,13.851333,-0.16358782318897713,97463625.0,0.9997411686294623,0.5119999999999987
2014-06-03,13.566,13.866667,13.506,13.662667,13.662667,57912000,0.0011724474554848374,0.0011717606757232746,13.709200099999999,13.678066719999999,13.648960459981772,13.606762535505101,0.03238375754774276,0.41995257142857106,51.770538069032504,0.0637853844978089,14.545606883398223,11.904726616601776,-0.35333299999999923,-2.5209260844748838,1,6,2,-0.014775906405542272,13.646667,-0.1729397399370194,96498975.0,0.9966057027645254,0.3606669999999994
2014-06-04,13.623333,13.750667,13.36,13.599333,13.599333,51411000,-0.0046355517557443715,-0.004646329245088935,13.7671334,13.656493379999999,13.639937285439633,13.606471181171568,0.03094148339284381,0.41747635714285686,50.76666034303318,0.058272885987625145,14.518283114467502,11.910116985532495,-0.41666700000000034,-2.972795376712334,2,6,2,0.0011724474554848374,13.662667,-0.11225652714463319,94842000.0,0.9878115221866013,0.39066700000000054
2014-06-05,13.631333,13.946667,13.603333,13.793333,13.793333,60819000,0.0142654055165794,0.014164612061365909,13.8168,13.63844004,13.667827415359698,13.613799095635427,0.03035812413632452,0.40695257142857116,53.726575585773574,0.0687656819014375,14.558443356839962,11.906956743160038,-0.05799999999999983,-0.41873226208625214,3,6,2,-0.0046355517557443715,13.599333,0.1829958569177803,90248475.0,0.9983015604191998,0.34333400000000047
2014-06-06,13.983333,14.054,13.812,13.878,13.878,46107000,0.006138255344085408,0.006119492994334009,13.838733300000001,13.63205338,13.706040612567024,13.62415991541443,0.01381489702843076,0.40366685714285694,54.99816620487738,0.08295694158432276,14.535444259050958,12.12715584094904,0.23133299999999934,1.6951611701230718,4,6,2,0.0142654055165794,13.793333,-0.24189809105707094,77511375.0,1.0028374490026482,0.24200000000000088
2014-06-09,13.863333,13.999333,13.613333,13.687333,13.687333,42085500,-0.013738795215448851,-0.013834045888311242,13.825466599999999,13.629373379999999,13.702639228463928,13.626637291280531,0.014267288758690037,0.3984287857142855,51.56187157822006,0.07792016849730388,14.491148984597249,12.325117715402751,0.024665999999999855,0.1805357621612158,0,6,2,0.006138255344085408,13.878,-0.08722102934478493,73244250.0,0.9900087567388143,0.38599999999999923
2014-06-10,13.628667,13.798,13.436667,13.486667,13.486667,52720500,-0.014660708554398383,-0.014769238801787703,13.763733300000002,13.61594672,13.663371550561394,13.621148260249921,0.01488053470506358,0.3944287142857141,48.151989478625715,0.057078455469042666,14.425935018054329,12.507865081945674,-0.11266599999999904,-0.8284671020262424,1,6,2,-0.013738795215448851,13.687333,0.2526998609972555,70628550.0,0.9798698293579983,0.3613330000000001
2014-06-11,13.433333,13.666667,13.283333,13.631333,13.631333,59662500,0.010726593901962511,0.010669472112029338,13.725266600000001,13.61064004,13.657546359550231,13.621547661808748,0.013761150332327854,0.3976192142857141,50.68405762453636,0.05163931898856511,14.404190587084882,12.625009512915122,-0.1620000000000008,-1.1744804537090592,2,6,2,-0.014660708554398383,13.486667,0.13167553418499445,68288775.0,0.9931561547955651,0.3833339999999996
2014-06-12,13.673333,13.992,13.514,13.568,13.568,89905500,-0.004646134020788728,-0.004656960849740228,13.680466599999999,13.5927067,13.64126520326837,13.619447753502522,0.013886521689435424,0.3969049285714285,49.543343354525476,0.041737199877212916,14.366565380821394,12.748634719178606,-0.3100000000000005,-2.2337512609886145,3,6,2,0.010726593901962511,13.631333,0.5069013199245758,68729025.0,0.9917790377120617,0.47800000000000153
2014-06-13,13.652,13.786,13.438667,13.761333,13.761333,53164500,0.01424918926886809,0.014148623763570723,13.671466600000002,13.560880019999999,13.66309571176503,13.62501188081615,0.013677988189195892,0.39666678571428565,53.019383793299795,0.04892606724150994,14.291257673398443,12.942809026601557,0.07399999999999984,0.5406458657796875,4,6,2,-0.004646134020788728,13.568,-0.4086624288836612,66856950.0,1.006573281611206,0.347332999999999
2014-06-16,13.784,15.032667,13.750667,14.974,14.974,198696000,0.08812133243196718,0.08445266099537567,13.8041999,13.55982668,13.901441945989568,13.677913375686105,0.023103936968501236,0.4588572857142857,67.93914103010032,0.1507377773731804,14.521577852997666,12.932822147002337,1.4873329999999996,11.028173232126214,0,6,2,0.01424918926886809,13.761333,2.7373811471940863,73425975.0,1.0847423326577588,1.282
2014-06-17,14.940667,15.702667,14.856667,15.444667,15.444667,199573500,0.031432282623213625,0.030948401954097315,13.9823999,13.58574668,14.18202831944601,13.747197831541552,0.023440388490607412,0.48352392857142856,71.69617446542202,0.2663330627769298,14.88456283286089,12.80703716713911,1.8133340000000011,13.30269020645305,1,6,2,0.08812133243196718,14.974,0.004416294238434704,79975875.0,1.1045791216427732,0.8460000000000001
2014-06-18,15.433333,15.447333,15.074667,15.141333,15.141333,104103000,-0.01964004792074836,-0.019835476714879285,14.136599899999998,13.611880000000001,14.356447352274007,13.80186979893208,0.024133557158269658,0.48742864285714294,66.30356680695192,0.3296664509106133,15.062415932464358,12.841317367535648,1.5733329999999999,11.595909492924527,2,6,2,0.031432282623213625,15.444667,-0.47837262963269167,81021450.0,1.0710731793434998,0.3726660000000006
2014-06-19,15.258667,15.687333,15.133333,15.186,15.186,131896500,0.0029500044679025006,0.0029456617433304758,14.2758666,13.62832,14.507275106406004,13.856149414660234,0.02394467680567273,0.4899524285714286,66.7007471131858,0.3790929236545484,15.236452464528337,12.856214135471664,1.4246669999999995,10.352681676985798,3,6,2,-0.01964004792074836,15.141333,0.26698077865191205,83652225.0,1.063753285562363,0.5540000000000003
2014-06-20,15.234667,15.419333,15.08,15.306,15.306,73558500,0.007902015013828478,0.007870957596687295,14.4186666,13.645199999999999,14.652497814332186,13.913006300359832,0.023467687707175847,0.4776190714285716,67.79887754933543,0.4230698704065823,15.423513285054662,12.83388661494534,0.33199999999999896,2.217176439161195,4,6,2,0.0029500044679025006,15.186,-0.442301349922098,82669275.0,1.0615406004324976,0.3393329999999999
2014-06-23,15.300667,15.932667,15.214667,15.814667,15.814667,116866500,0.03323317653207902,0.032692892188671,14.6314,13.68924,14.863801302635425,13.987581229757486,0.02422534646079699,0.5031428571428573,72.01220425197138,0.49328085865496796,15.70701114885938,12.749855451140622,0.3699999999999992,2.3956489317639384,0,6,2,0.007902015013828478,15.306,0.5887558881706396,85507500.0,1.0808717552660716,0.718
2014-06-24,15.931333,16.125334,15.442,15.5,15.5,121138500,-0.0198971625516996,-0.020097776651199273,14.832733300000001,13.72753334,14.979473793065347,14.046891769766997,0.024720746733804724,0.5240476428571429,66.23834836601006,0.5175663923691722,15.875250719186491,12.721215880813505,0.3586670000000005,2.368794081736403,1,6,2,0.03323317653207902,15.814667,0.03655453016903909,87558600.0,1.0449860916733398,0.6833339999999986
2014-06-25,15.536667,15.836667,15.349333,15.792667,15.792667,87024000,0.018881741935483864,0.018705694449467042,15.0488667,13.779266680000001,15.127327103417102,14.115353543501625,0.024757235149464298,0.5343333571428571,68.7481682318311,0.5540419826880587,16.085935030346786,12.68819826965322,0.6066669999999998,3.994909785328593,2,6,2,-0.0198971625516996,15.5,-0.28161567131836696,87788475.0,1.0494256687116512,0.4873340000000006
2014-06-26,15.811333,16.026667,15.614,15.706667,15.706667,76821000,-0.005445565337380942,-0.005460446477035762,15.262733400000002,13.834853360000002,15.232661630068536,14.17775799277607,0.024859514431650173,0.546523857142857,67.1680450125269,0.56944545678191,16.25437905240352,12.68882094759648,0.40066700000000033,2.617712008362738,3,6,2,0.018881741935483864,15.792667,-0.11724351902923336,88860150.0,1.0290861137625582,0.412666999999999
2014-06-27,15.646,16.0,15.633333,15.937333,15.937333,84525000,0.014685865562694023,0.014579072534741165,15.480333400000001,13.88812002,15.3607836973288,14.246760934235834,0.024567539888813723,0.5451429285714285,69.21204321192472,0.5934250053536534,16.443389117743074,12.70841088225693,0.12266600000000061,0.7756470623124789,4,6,2,-0.005445565337380942,15.706667,0.10028507829890265,88900575.0,1.0295213021704042,0.36666699999999963
2014-06-30,15.97,16.299334,15.933333,16.004,16.004,72429000,0.004183071283005768,0.004174346562615391,15.5833334,13.94404002,15.47773211599629,14.315672270148156,0.02403014558554072,0.5454763571428572,69.79729350348691,0.6107678880767704,16.60874564322737,12.77878765677263,0.5040000000000013,3.25161290322582,0,6,2,0.014685865562694023,15.937333,-0.14310559006211176,89020950.0,1.0269946480128571,0.36600100000000246
2014-07-01,16.164,16.229334,15.913333,15.981333,15.981333,65041500,-0.0014163334166459318,-0.001417337364881745,15.637,13.99116002,15.56929591308787,14.380992298769797,0.02407728020538413,0.5406668571428573,69.31484072089893,0.6155871051609587,16.74161986236464,12.877780037635361,0.18866599999999956,1.1946430580724643,1,7,3,0.004183071283005768,16.004,-0.10199643789090007,89377425.0,1.0220204003325446,0.31600100000000175
2014-07-02,16.044001,16.155333,15.138,15.295333,15.295333,120411000,-0.04292508015445273,-0.043873604443386366,15.6524,14.00554668,15.51948447434462,14.416848796857257,0.026542210571122073,0.579190642857143,56.570413040237966,0.5576239606524354,16.753994679465777,13.035005220534227,-0.4113340000000001,-2.618849689752767,2,7,3,-0.0014163334166459318,15.981333,0.8512949424598142,92827425.0,0.9771877156218854,1.017332999999999
2014-07-03,15.419333,15.46,14.933333,15.283333,15.283333,77500500,-0.0007845530398062905,-0.0007848609626074724,15.662133299999999,14.033893339999999,15.476547842645598,14.450828569529522,0.02651543612429532,0.5920002142857145,56.37514839381172,0.504899286628353,16.764339513066275,13.173660386933728,-0.6539999999999999,-4.103572410766598,3,7,3,-0.04292508015445273,15.295333,-0.35636694321947326,93661500.0,0.9758142589681574,0.5266670000000016
2014-07-07,15.166667,15.318667,14.693333,14.844,14.844,88405500,-0.028745889394675928,-0.02916714502576199,15.6159333,14.05362668,15.36153914398276,14.466247056998952,0.027594389834290963,0.5450955000000002,49.62200678313671,0.4227904361920647,16.743272547126328,13.291327352873672,-1.160000000000002,-7.248187953011753,0,7,3,-0.0007845530398062905,15.283333,0.1407087696208411,95776425.0,0.9505675847116996,0.6253339999999987
